Year,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065
1600000US2935000,0,0,0,0.0027322,0,0.0027397,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027322,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0.0027397,0.0027322,0
1600000US2938000,0,0,0,0.0027322,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0.0027397,0.0027322,0
1600000US2970000,0,0.0027397,0,0.0027322,0.0027397,0.0027397,0,0,0,0,0.0027397,0,0,0.0027397,0,0,0.0027397,0,0,0,0.0027397,0,0.0027397,0.0027322,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0.0027397,0,0,0,0
1600000US2965000,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.013699,0,0,0,0,0,0,0,0,0,0,0,0
1600000US2836000,0,0.0054795,0,0,0,0.010959,0,0,0,0,0,0,0,0.016438,0.0054795,0,0,0.013699,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019178,0,0.0027322,0.0082192,0,0,0.0027322,0
1600000US3006550,0.0082192,0,0,0,0,0,0.0054795,0,0.0027397,0,0,0,0,0,0.0082192,0.0027322,0,0,0.0054795,0.0054645,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0054645,0,0,0,0.0027322,0,0,0,0,0
1600000US3712000,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0
1600000US3719000,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0082192,0,0,0,0,0.0054645,0,0,0.0027397,0.0027322,0,0,0,0,0.0054795,0,0,0,0
1600000US3722920,0,0,0,0,0,0,0.0027397,0,0,0,0.0054795,0,0,0.0027397,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0.010959,0,0,0,0,0.0027322,0,0,0,0.0054645,0,0,0,0,0,0,0,0.0027322,0.0027397
1600000US3728000,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0.0027397,0.010959,0,0,0,0,0.0054645,0,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0
1600000US3731400,0.0027397,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0.010959,0,0,0,0,0.0054645,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0
1600000US3755000,0,0,0,0,0,0,0.0027397,0.0027322,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0.0027322,0,0,0,0,0.0054795,0,0,0,0
1600000US3774440,0,0,0,0,0,0,0.0027397,0.0027322,0.0082192,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082192,0.0027397,0,0,0
1600000US3775000,0.0027397,0,0.0027397,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0.0027397,0,0,0,0.0027397,0,0
1600000US3825700,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0.0082192,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0
1600000US3128000,0,0.0027397,0.0027397,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0.0054795,0,0,0,0,0.0027397,0.0027397,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0.0027397,0.0027397,0.0054645,0
1600000US3137000,0,0.0027397,0.0027397,0,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0.0081967,0,0,0,0,0,0,0.0027397,0.0027322,0
1600000US3345140,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.0027397
1600000US3421000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0,0,0,0.0027397,0,0,0
1600000US3436000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3451000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.010959,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3457000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0.0027397,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3502000,0.0027397,0,0,0.0027322,0,0,0,0.0081967,0,0.0054795,0.0027397,0,0,0.0027397,0.019178,0,0.0027397,0,0,0.0027322,0,0.0027397,0.019178,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0.0027397,0,0.0054645,0.0027397,0.0054795,0,0.0027322,0
1600000US3231900,0,0.0054795,0,0,0.0027397,0,0.019178,0.010929,0,0,0,0.0081967,0,0,0.010959,0,0,0,0.0082192,0,0.019178,0.0082192,0.0027397,0,0.0027397,0.0082192,0,0.010929,0,0,0.0054795,0,0.010959,0.0027397,0.0027397,0.010929,0.0027397,0,0.013699,0.0081967,0.0082192,0,0,0.010929,0.027397
1600000US3240000,0.0027397,0.0054795,0,0,0,0,0.010959,0,0,0.0027397,0,0.0027322,0,0.0054795,0.019178,0,0,0.010959,0.013699,0,0.010959,0.0082192,0,0,0.0027397,0.0082192,0,0.0054645,0,0,0,0,0.0082192,0.0082192,0.0027397,0.0054645,0,0.0027397,0,0.010929,0,0,0,0.0054645,0.0027397
1600000US3251800,0.0027397,0,0,0,0.0027397,0.0027397,0.013699,0,0,0,0,0,0,0,0.016438,0,0,0.0054795,0.013699,0,0.0054795,0.0082192,0.0027397,0,0.0027397,0.0082192,0,0.0081967,0.0027397,0,0,0.0027322,0.0027397,0,0.010959,0.0054645,0,0,0,0.0081967,0,0,0.0027397,0.0054645,0.0027397
1600000US3260600,0,0,0,0,0,0,0,0.0027322,0.0054795,0,0.0027397,0.0054645,0,0,0.0054795,0,0,0.0054795,0.0027397,0,0,0.0027397,0,0.0027322,0,0,0,0.0054645,0,0.0027397,0,0.0027322,0.0027397,0.010959,0.0027397,0,0.0027397,0.0054795,0.0082192,0.0054645,0,0.0027397,0.024658,0.0027322,0.0082192
1600000US3611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0
1600000US3651000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3663000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US3673000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0.0082192,0,0,0,0,0,0,0,0,0,0,0,0
1600000US3684000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0.0027397,0,0,0.0027397,0,0.010959,0,0,0,0,0,0,0.0027397,0,0,0.0027397
1600000US3901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US3915000,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0.010959,0.0027397,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0,0,0,0,0.010959,0,0
1600000US3916000,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US3918000,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0027322,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0
1600000US3921000,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0027322,0,0,0.0027397,0,0,0,0.0027397,0,0,0,0.0027397,0,0
1600000US3977000,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0
1600000US4052500,0.0082192,0.021918,0,0,0,0,0,0,0.013699,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0.0054645,0.0054795,0,0,0,0,0,0.0054795,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0
1600000US4055000,0.010959,0.0082192,0,0,0,0,0,0,0.013699,0,0,0.0027322,0.0027397,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0.0054645,0.0054795,0,0,0,0,0,0.010959,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0,0,0,0
1600000US4075000,0,0.0082192,0.0054795,0.0027322,0,0.0054795,0.0027397,0,0,0,0.0054795,0,0.0027397,0,0,0,0.0054795,0,0,0,0,0,0.0027397,0.0027322,0,0,0,0.0027322,0,0,0.013699,0.0027322,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0,0
1600000US4123850,0,0,0,0,0,0.0082192,0,0.0027322,0,0.010959,0.0054795,0.0054645,0.0054795,0,0,0,0.0082192,0.0054795,0,0,0,0.027397,0.0027397,0.0027322,0,0,0,0.0081967,0.019178,0.019178,0.019178,0,0,0.0027397,0,0,0.0027397,0.0027397,0.024658,0,0.0027397,0.013699,0,0.0054645,0.0082192
1600000US4131250,0.0027397,0,0.0027397,0,0,0.0054795,0,0,0.0027397,0,0.0027397,0,0.0027397,0,0.0082192,0,0,0.0027397,0,0,0.0027397,0.021918,0.0027397,0.0027322,0.013699,0.0027397,0.0027397,0,0,0.013699,0.0027397,0,0,0.0027397,0.0027397,0,0,0.0027397,0.0027397,0.0054645,0.0027397,0,0,0,0
1600000US4159000,0.0027397,0,0,0,0,0.0027397,0,0.0027322,0.0027397,0,0.0027397,0.0027322,0.0027397,0,0,0,0,0.0054795,0.0027397,0,0.0027397,0.0082192,0.0027397,0.0027322,0.0082192,0,0.010959,0,0,0.019178,0,0,0,0.0082192,0,0,0,0.0027397,0.0027397,0.0027322,0.0027397,0.0027397,0,0,0
1600000US4164900,0,0,0,0,0,0.0054795,0,0.0054645,0,0,0.0054795,0,0.0027397,0,0,0,0,0.0027397,0.0027397,0,0.0027397,0.021918,0.0054795,0.0054645,0.0027397,0,0,0.0027322,0.019178,0.013699,0,0,0,0,0,0,0,0.0027397,0.0082192,0.010929,0.0027397,0.0027397,0.0082192,0,0
1600000US4202000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010959,0,0,0,0,0,0,0,0.0027397,0,0
1600000US4260000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0.0027397,0,0,0
1600000US4261000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US4459000,0,0,0,0,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0.0027397,0,0,0
1600000US4513330,0,0,0,0,0,0,0.0082192,0.0054645,0.0082192,0.0054795,0,0.0027322,0,0,0,0,0,0,0.0027397,0,0,0.0054795,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0.0027397,0,0,0.0054795
1600000US4516000,0,0,0,0,0,0,0.0027397,0.0027322,0,0,0.0027397,0,0,0.0027397,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0.0027397,0.0027397,0,0,0.0027397
1600000US4659020,0,0,0,0,0.0027397,0,0,0,0.016438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0.0054795,0,0,0,0,0,0,0,0,0,0.010959,0,0.0082192,0,0.0027397,0,0,0,0,0,0
1600000US4714000,0,0.0027397,0,0,0,0.0027397,0,0.0027322,0,0,0,0,0,0.0054795,0.0054795,0.0027322,0,0,0.0027397,0.0027322,0,0,0,0,0,0,0.0027397,0,0,0.0027397,0,0.0054645,0,0,0,0.0054645,0,0,0.0027397,0.0054645,0,0,0,0.0027322,0
1600000US4715160,0.0027397,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0.0027397,0.0027322,0,0,0,0,0.0027397,0,0,0,0.0054795,0,0.0027397,0.0027322,0,0,0,0,0,0,0.0082192,0,0,0,0.0027397,0,0,0,0,0,0
1600000US4740000,0,0,0,0,0,0,0,0.0054645,0,0,0,0,0,0.0027397,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0.0054795,0,0.0027322,0,0,0,0,0.0027397,0,0.0054795,0.0027322,0,0,0,0,0.0082192
1600000US4748000,0.0027397,0,0,0,0.0027397,0.0027397,0,0,0,0,0,0.0027322,0,0,0.0027397,0,0.0027397,0,0,0,0,0,0,0,0.0082192,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0.0027397,0,0,0.0027322,0.0027397
1600000US4751560,0,0,0,0,0,0.0027397,0,0,0,0,0,0.0027322,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0
1600000US4801000,0.0027397,0.0054795,0.0082192,0,0,0.0027397,0.010959,0.0054645,0.0054795,0,0,0.0054645,0,0,0,0,0,0.0027397,0,0.0027322,0.019178,0,0.0027397,0.0081967,0.0082192,0,0,0,0.0082192,0,0.0054795,0.0027322,0,0.0027397,0.0027397,0.0027322,0,0,0,0.0081967,0,0.0027397,0.0082192,0,0
1600000US4803000,0.0082192,0.010959,0.0027397,0.0027322,0,0.0054795,0,0,0,0,0.010959,0.0054645,0.0027397,0,0,0.0027322,0,0,0,0.0027322,0.0027397,0,0.019178,0,0.0082192,0,0,0,0,0,0,0,0.0082192,0,0,0,0,0.016438,0.0027397,0.0027322,0.0027397,0.0027397,0.013699,0,0
1600000US4804000,0.0082192,0.010959,0,0,0,0,0.0082192,0,0.010959,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0054795,0,0.013699,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0.0027397,0,0.0054645,0,0,0.0027397,0,0.0027397,0,0.0082192,0,0
1600000US4805000,0,0,0,0,0,0,0.013699,0,0,0,0.016438,0,0,0,0.0054795,0,0,0.021918,0,0.0027322,0.0082192,0,0.024658,0.013661,0.0054795,0,0.0054795,0.0054645,0,0,0.016438,0,0,0.0054795,0,0.010929,0,0,0,0.010929,0,0,0.0027397,0,0
1600000US4807000,0.0054795,0.0027397,0,0,0.0027397,0.0054795,0,0,0,0,0.0054795,0.0027322,0.0027397,0,0,0.0054645,0.0027397,0.0082192,0,0,0.019178,0,0.019178,0.0054645,0.0082192,0,0,0,0,0,0.0027397,0,0,0.0054795,0,0.010929,0,0.0027397,0,0.0054645,0,0,0.0027397,0,0
1600000US4810768,0,0,0,0,0,0.021918,0.013699,0,0,0,0.013699,0.0027322,0,0,0.013699,0.0054645,0,0.016438,0.0082192,0.0081967,0.0082192,0,0.0027397,0.0027322,0.0082192,0,0,0.0027322,0,0.013699,0.0027397,0.0027322,0.0027397,0,0,0.0054645,0.0082192,0,0,0,0.0027397,0,0.0054795,0.0054645,0.0054795
1600000US4813024,0.016438,0.0054795,0,0,0,0,0.0054795,0.0027322,0.010959,0,0.0027397,0,0,0,0.0054795,0,0,0,0,0,0.0027397,0,0.010959,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0,0,0.0054645,0,0,0,0,0.0054795,0,0.0027397,0.0027322,0
1600000US4817000,0,0.0027397,0,0.0027322,0.0027397,0.021918,0.010959,0,0,0,0.016438,0,0,0,0.010959,0,0,0.019178,0.0027397,0.0054645,0.0082192,0,0.0082192,0.0054645,0.010959,0,0,0.0081967,0,0.0027397,0.0027397,0.0027322,0.0027397,0.010959,0.0027397,0.016393,0,0,0,0.010929,0.0027397,0,0,0,0
1600000US4819000,0.013699,0.0027397,0,0,0,0,0.0082192,0.0054645,0.010959,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0027397,0,0.016438,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0.0027397,0,0.0054645,0,0,0,0,0.0054795,0,0.0027397,0,0
1600000US4819972,0.0082192,0.0082192,0,0,0,0,0.0082192,0.0054645,0.016438,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0027397,0,0.010959,0,0,0,0,0.0027322,0,0,0,0.0027322,0,0,0,0.0027322,0,0,0,0,0.0027397,0,0.0082192,0.0027322,0
1600000US4824000,0,0.013699,0,0.0027322,0,0,0.0027397,0.0027322,0,0.0082192,0,0,0,0.016438,0.0082192,0.0027322,0,0,0.0027397,0,0.016438,0,0,0.0027322,0.0054795,0.0027397,0,0,0,0,0,0.010929,0,0.0027397,0.0027397,0.0054645,0,0,0,0.016393,0.021918,0.0054795,0,0.0081967,0
1600000US4827000,0.010959,0.0082192,0,0,0,0,0.0082192,0.0054645,0.010959,0,0.0027397,0,0,0,0.0054795,0,0,0,0,0,0.010959,0,0.013699,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0.0027397,0,0.0054645,0,0,0,0,0.0027397,0,0.0082192,0.0027322,0
1600000US4827684,0.016438,0.0027397,0,0.0027322,0,0,0.0054795,0,0.0054795,0,0.0027397,0,0,0,0.0054795,0,0,0,0,0,0,0,0.010959,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0.0027322,0.0027397,0,0,0,0.0054795,0.0082192,0.0054795,0.0027322,0
1600000US4829000,0.016438,0,0.0027397,0.0027322,0,0,0.0082192,0.0054645,0.010959,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0027397,0,0.013699,0,0.0027397,0,0,0.0027322,0,0,0.0054795,0.0027322,0,0,0,0.0054645,0,0,0,0,0.0054795,0,0.0027397,0.0027322,0
1600000US4830464,0.010959,0.0027397,0,0,0,0,0.0082192,0.0054645,0.010959,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0054795,0,0.013699,0,0,0,0,0.0027322,0,0,0.0054795,0,0,0.0027397,0,0.0054645,0,0,0.0027397,0,0.0054795,0,0.0082192,0,0
1600000US4835000,0,0,0,0.0027322,0,0.0082192,0.010959,0,0,0,0.013699,0.0027322,0,0,0.0054795,0.0054645,0.0027397,0.019178,0,0.0054645,0.010959,0,0.019178,0.0054645,0.0082192,0,0,0,0,0.0027397,0.010959,0,0,0.0027397,0.0027397,0.0081967,0,0,0,0.0081967,0,0,0.0027397,0,0
1600000US4837000,0.013699,0,0,0,0,0,0.0082192,0.0054645,0.010959,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0054795,0,0.010959,0,0.0027397,0,0,0.0027322,0,0,0.0054795,0,0,0.0027397,0,0.0054645,0,0,0.0027397,0,0.0054795,0,0.0054795,0,0
1600000US4839148,0.0054795,0,0,0,0,0,0.010959,0,0,0,0,0,0,0,0.0054795,0,0,0.021918,0,0.0054645,0.0054795,0,0.021918,0.0027322,0.0054795,0,0,0.0054645,0,0,0.0082192,0,0,0,0,0.0081967,0,0,0,0,0.0054795,0,0.013699,0,0
1600000US4841464,0,0,0,0,0,0.010959,0.013699,0,0,0,0,0.0027322,0,0,0.010959,0.0054645,0,0.021918,0,0.0027322,0.0082192,0.0027397,0,0.0054645,0.013699,0,0,0.0081967,0,0.0027397,0.0027397,0.0027322,0,0.0054795,0,0.0027322,0,0.0027397,0.0027397,0.0081967,0.0054795,0,0,0,0.0027397
1600000US4845000,0.0054795,0,0,0.0027322,0,0,0.0027397,0,0,0,0.0027397,0,0,0.0082192,0,0,0,0,0,0,0,0,0.0027397,0,0.019178,0,0,0,0,0,0.0054795,0.0027322,0,0,0,0.0027322,0,0,0,0,0.0054795,0.0027397,0.016438,0,0.0054795
1600000US4845384,0,0,0,0.0081967,0.0027397,0.013699,0.021918,0,0,0,0.010959,0.0027322,0,0,0.016438,0.0027322,0,0.024658,0,0.0027322,0.0027397,0,0.0027397,0.0027322,0.0054795,0,0,0.0027322,0,0.0054795,0,0.0027322,0.0027397,0,0.0027397,0,0.0027397,0,0,0,0.0027397,0,0.0027397,0.0054645,0.0054795
1600000US4845744,0.016438,0.0027397,0.0027397,0.0027322,0,0,0.0054795,0,0.010959,0,0.0027397,0,0,0,0.0054795,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0.0054795,0.0027322,0,0,0,0.0027322,0,0,0,0,0.0027397,0.0027397,0.0054795,0.0027322,0
1600000US4847892,0.013699,0,0,0,0,0,0.0082192,0.0054645,0.010959,0,0,0,0,0,0.0054795,0,0,0,0,0,0.0027397,0,0.016438,0,0.0027397,0,0,0.0027322,0,0,0.0054795,0.0027322,0,0.0027397,0,0.0054645,0,0,0,0,0.0054795,0,0,0,0
1600000US4848072,0.0054795,0.0027397,0,0,0,0,0.021918,0.013661,0.0027397,0,0.0027397,0,0,0.010959,0.0054795,0,0,0.0027397,0,0.010929,0.013699,0.0054795,0.0054795,0,0.010959,0.0027397,0.0054795,0,0,0.0027397,0.010959,0.013661,0,0,0,0.0027322,0.0027397,0,0,0.013661,0.024658,0.0054795,0.0027397,0.0054645,0
1600000US4856000,0.0027397,0,0,0.0027322,0,0.010959,0.010959,0,0,0,0.010959,0.0027322,0,0,0.0027397,0.0054645,0.0027397,0.010959,0,0,0.010959,0,0.019178,0.0054645,0.0027397,0,0,0,0,0,0.021918,0,0,0.0082192,0.0027397,0.010929,0,0.0027397,0,0.0081967,0,0,0.0082192,0,0
1600000US4858016,0.013699,0.0027397,0.0054795,0.0027322,0,0,0.0082192,0,0.010959,0,0.0027397,0,0,0,0.0054795,0,0,0,0,0,0.0027397,0,0.013699,0,0.0054795,0,0,0,0,0,0.0054795,0.0027322,0,0,0,0.0027322,0,0,0,0,0.0054795,0.0082192,0.0054795,0.0027322,0
1600000US4865000,0,0.0027397,0,0.0027322,0,0.0054795,0.013699,0,0,0,0.0054795,0,0,0,0,0,0,0.021918,0,0.0054645,0.0082192,0,0.013699,0.016393,0.0054795,0,0.0027397,0.0054645,0,0,0.016438,0.0027322,0,0.0027397,0,0.010929,0,0,0,0.0054645,0,0,0,0,0
1600000US4876000,0.0082192,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0.0027322,0.0082192,0,0.013699,0,0.0027397,0,0,0.0054645,0,0,0.0082192,0,0,0.0027397,0,0.0054645,0,0,0,0.0054645,0,0,0.013699,0,0
1600000US4879000,0.0054795,0.021918,0,0,0,0.0027397,0,0.0027322,0.0027397,0,0,0,0.0027397,0,0,0.0027322,0,0,0,0,0,0.0027397,0.0054795,0.0054645,0.0027397,0,0,0,0,0,0.010959,0,0,0.0027397,0.0027397,0.0027322,0,0,0,0.0027322,0.0027397,0,0.0027397,0,0
1600000US4962470,0,0,0,0,0,0,0.0054795,0.0054645,0.0082192,0.0082192,0.013699,0,0,0,0,0,0.0027397,0.0082192,0.0027397,0,0,0.0027397,0,0.0027322,0.0082192,0,0,0.0027322,0,0,0,0.0054645,0.0027397,0,0,0.0027322,0,0,0.0027397,0,0,0,0.0027397,0,0
1600000US4967000,0,0,0,0,0,0,0,0.0027322,0.0027397,0,0.013699,0.0027322,0,0,0,0,0.0027397,0.0082192,0.0027397,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0.0054645,0.0027397,0,0,0.0027322,0,0,0,0,0,0,0,0,0
1600000US4982950,0,0,0,0,0,0,0.0054795,0,0.0054795,0,0.013699,0,0,0,0,0,0.0027397,0,0.0027397,0,0.0054795,0.0027397,0,0,0,0,0,0,0,0,0,0.0054645,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0
1600000US4983470,0,0,0,0,0,0,0.0082192,0,0.0054795,0,0.010959,0.0027322,0,0,0,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0.0054645,0.0027397,0,0,0,0.0027397,0,0,0,0,0,0,0,0
1600000US5101000,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0054795,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0.0027397,0.0027397,0,0.0082192,0,0.0027397,0,0
1600000US5116000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0
1600000US5135000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0.0027322,0,0.0027397,0,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0
1600000US5156000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0.0027322,0,0.0027397,0,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0.0027397,0,0,0
1600000US5157000,0,0,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0.0027397,0,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0
1600000US5167000,0,0,0,0,0,0,0,0.0027322,0,0,0,0,0,0,0,0,0,0,0,0,0.0054795,0.0027397,0,0,0,0.0027397,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0.0054795,0,0,0,0
